PMID,Title,Abstract,Journal,Language,Year,Month,Day,Authors,Keywords,DOI
33231027,[Use of the SARS-CoV-2 antigen detection test in nasopharyngeal swab for COVID-19 infection control].,No Abstract,Revista espanola de quimioterapia : publicacion oficial de la Sociedad Espanola de Quimioterapia,spa,2020,12,,Folgueira López M D,No Keywords,10.37201/req/127.2020
33399188,Is Adding IgM Antibody to Polymerase Chain Reaction Testing Useful for COVID-19 Travel Screening?,No Abstract,American journal of clinical pathology,eng,2021,02,11,Yi Xin; Chan Clarence W; Yeo Kiang-Teck J,COVID-19; Coronavirus; Double-negative test; IgM and IgG antibody; Nucleic acid test; Point-of-care test; RT-PCR; SARS-CoV-2; Travel screening,10.1093/ajcp/aqaa270
33007240,False-positive COVID-19 results: hidden problems and costs.,No Abstract,The Lancet. Respiratory medicine,eng,2020,12,,Surkova Elena; Nikolayevskyy Vladyslav; Drobniewski Francis,No Keywords,10.1016/S2213-2600(20)30453-7
34788738,COVID-19 Community Transmission and Super Spreaders in Rural Villages from Manabi Province in the Coastal Region of Ecuador Assessed by Massive Testing of Community-Dwelling Population.,"Neglected rural communities in Latin America are highly vulnerable to COVID-19 due to a poor health infrastructure and limited access to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) diagnosis. Manabí is a province of the Coastal Region of Ecuador characterized by a high prevalence of rural population living under poverty conditions. In the current study, we present the retrospective analysis of the results of a massive SARS-CoV-2 testing operation in nonhospitalized populations from Manabí carried out from August to September 2020. A total of 4,003 people from 15 cantons were tested for SARS-CoV-2 by reverse-transcriptase quantitative polymerase chain reaction, resulting in an overall infection rate of 16.13% for SARS-CoV-2, with several communities > 30%. Moreover, 29 SARS-CoV-2 super-spreader community-dwelling individuals with viral loads above 108 copies/mL were found. These results support that uncontrolled COVID-19 community transmission was happening in Manabí during the first semester of COVID-19 pandemic. This report endorses the utility of massive SARS-CoV-2 testing among asymptomatic population for control and surveillance of COVID-19.",The American journal of tropical medicine and hygiene,eng,2021,11,17,Rodriguez-Paredes Maria Belén; Vallejo-Janeta Paolo Alexander; Morales-Jadan Diana; Freire-Paspuel Byron; Ortiz-Prado Esteban; Henriquez-Trujillo Aquiles R; Rivera-Olivero Ismar A; Jaramillo Tatiana; Lozada Tannya; Garcia-Bereguiain Miguel Angel; UDLA COVID-19 Team,No Keywords,10.4269/ajtmh.21-0582
34192428,Prevention and Attenuation of Covid-19 with the BNT162b2 and mRNA-1273 Vaccines.,"Information is limited regarding the effectiveness of the two-dose messenger RNA (mRNA) vaccines BNT162b2 (Pfizer-BioNTech) and mRNA-1273 (Moderna) in preventing infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and in attenuating coronavirus disease 2019 (Covid-19) when administered in real-world conditions. We conducted a prospective cohort study involving 3975 health care personnel, first responders, and other essential and frontline workers. From December 14, 2020, to April 10, 2021, the participants completed weekly SARS-CoV-2 testing by providing mid-turbinate nasal swabs for qualitative and quantitative reverse-transcriptase-polymerase-chain-reaction (RT-PCR) analysis. The formula for calculating vaccine effectiveness was 100% × (1 - hazard ratio for SARS-CoV-2 infection in vaccinated vs. unvaccinated participants), with adjustments for the propensity to be vaccinated, study site, occupation, and local viral circulation. SARS-CoV-2 was detected in 204 participants (5%), of whom 5 were fully vaccinated (≥14 days after dose 2), 11 partially vaccinated (≥14 days after dose 1 and <14 days after dose 2), and 156 unvaccinated; the 32 participants with indeterminate vaccination status (<14 days after dose 1) were excluded. Adjusted vaccine effectiveness was 91% (95% confidence interval [CI], 76 to 97) with full vaccination and 81% (95% CI, 64 to 90) with partial vaccination. Among participants with SARS-CoV-2 infection, the mean viral RNA load was 40% lower (95% CI, 16 to 57) in partially or fully vaccinated participants than in unvaccinated participants. In addition, the risk of febrile symptoms was 58% lower (relative risk, 0.42; 95% CI, 0.18 to 0.98) and the duration of illness was shorter, with 2.3 fewer days spent sick in bed (95% CI, 0.8 to 3.7). Authorized mRNA vaccines were highly effective among working-age adults in preventing SARS-CoV-2 infection when administered in real-world conditions, and the vaccines attenuated the viral RNA load, risk of febrile symptoms, and duration of illness among those who had breakthrough infection despite vaccination. (Funded by the National Center for Immunization and Respiratory Diseases and the Centers for Disease Control and Prevention.).",The New England journal of medicine,eng,2021,07,22,Thompson Mark G; Burgess Jefferey L; Naleway Allison L; Tyner Harmony; Yoon Sarang K; Meece Jennifer; Olsho Lauren E W; Caban-Martinez Alberto J; Fowlkes Ashley L; Lutrick Karen; Groom Holly C; Dunnigan Kayan; Odean Marilyn J; Hegmann Kurt; Stefanski Elisha; Edwards Laura J; Schaefer-Solle Natasha; Grant Lauren; Ellingson Katherine; Kuntz Jennifer L; Zunie Tnelda; Thiese Matthew S; Ivacic Lynn; Wesley Meredith G; Mayo Lamberte Julie; Sun Xiaoxiao; Smith Michael E; Phillips Andrew L; Groover Kimberly D; Yoo Young M; Gerald Joseph; Brown Rachel T; Herring Meghan K; Joseph Gregory; Beitel Shawn; Morrill Tyler C; Mak Josephine; Rivers Patrick; Poe Brandon P; Lynch Brian; Zhou Yingtao; Zhang Jing; Kelleher Anna; Li Yan; Dickerson Monica; Hanson Erika; Guenther Kyley; Tong Suxiang; Bateman Allen; Reisdorf Erik; Barnes John; Azziz-Baumgartner Eduardo; Hunt Danielle R; Arvay Melissa L; Kutty Preeta; Fry Alicia M; Gaglani Manjusha,No Keywords,10.1056/NEJMoa2107058
32582617,Identification of RT-PCR-Negative Asymptomatic COVID-19 Patients via Serological Testing.,"Asymptomatic individuals with coronavirus disease (COVID-19) have been identified via nucleic acid testing for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); however, the epidemiologic characteristics and viral shedding pattern of asymptomatic patients remain largely unknown. In this study, serological testing was applied when identifying nine asymptomatic cases of COVID-19 who showed persistent negative RT-PCR test results for SARS-CoV-2 nucleic acid and no symptoms of COVID-19. Two asymptomatic cases were presumed to be index patients who had cleared the virus when their close contacts developed symptoms of COVID-19. Three of the asymptomatic cases were local individuals who spontaneously recovered before their presumed index patients developed symptoms of COVID-19. This report presents the epidemiologic and clinical characteristics of asymptomatic individuals with SARS-CoV-2 infection that were undetected on RT-PCR tests in previous epidemiologic investigations probably due to the transient viral shedding duration.",Frontiers in public health,eng,2020,,,Wu Jinru; Liu Xinyi; Zhou Dan; Qiu Guangqian; Dai Miao; Yang Qingting; Pan Zhonghui; Zhou Ning; Wu Pa,COVID-19; SARS-CoV-2; asymptomatic; reverse transcription polymerase chain reaction; serological test,10.3389/fpubh.2020.00267
38614908,"When calculating COVID-19 incidence, mandatory PCR testing should be preferred over voluntary antigen testing.",No Abstract,Journal of the Formosan Medical Association = Taiwan yi zhi,eng,2024,06,,Finsterer Josef,Antigen testing; COVID-19; Incidence; RT-PCR; SARs-CoV-2,10.1016/j.jfma.2024.04.005
38310327,Molecular Interactions Leading to Advancements in the Techniques for COVID-19 Detection: A Review.,"Since 2019 the world has been in a combat with the highly contagious disease COVID-19 which is caused by the rapid transmission of the SARS-CoV-2 virus (severe acute respiratory syndrome coronavirus 2). Detection of this disease in an early stage helps to control its spread and management. To combat this epidemic with one-time effective medication, improved quick analytical procedures must be developed and validated. The requirement for accurate and precise analytical methods for the diagnosis of the virus and antibodies in infected patients has been a matter of concern. The global impact of this virus has motivated scientists and researchers to investigate and develop various analytical diagnostic techniques. This review includes the study of standard methods which are reliable and accredited for the analytical recognition of the said virus. For early detection of SARS-CoV-2 RNA, RT-PCR (Real-time reverse transcriptase-polymerase chain reaction) is an accurate method among other methods and, thus, considered as the ""gold standard"" technique. Here, we outline the most extensively used analytical methods for diagnosing COVID-19, along with a brief description of each technique and its analytical aspects/perspective.",Journal of AOAC International,eng,2024,05,02,Kashif Mohammad; Acharya Swati; Khalil Adila,No Keywords,10.1093/jaoacint/qsae010
33200414,Guidelines on newly identified limitations of diagnostic tools for COVID-19 and consequences.,"Coronavirus disease 2019 (COVID-19) caused by coronavirus has spread worldwide and has become the deadliest pandemic of the 21st century. Such rapid spread is predominantly attributed to the poor diagnosis and its asymptomatic transmission. In the absence of treatment regime, timely diagnosis is the best available remedy that can restrict its spread. An early diagnosis of COVID-19 is critical for determining the line of treatment and preventing long term complications in the infected subject. Unfortunately, available rapid antigen and antibody kits are known to be erroneous whereas reverse transcription polymerase chain reaction based tests are expensive, viral load dependent and at times inconclusive. In current scenario, the false-negative results imposed a major risk to the individual patient care and also to the efforts for containing the spread at the population level, where as false positives are traumatic for families and can lead to improper treatment resulting in severe complications. In this article, the limitations of available diagnostic procedures have been elaborated and plausible combination approach has been advised.",Journal of medical virology,eng,2021,04,,Syal Kirtimaan,biochemical analysis; coronavirus; research and analysis methods; virus classification,10.1002/jmv.26673
32954746,Negative results in nucleic acid test of COVID-19 patients: assessment from the perspective of clinical laboratories.,"Since December 2019, there had been an outbreak of coronavirus disease 2019 (COVID-19). Pneumonia caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is prevalent around the world, and the number of infected cases has increased rapidly. Viral nucleic acid test of SARS-CoV-2 can provide direct evidence for rapid diagnosis, disease course monitoring, and therapeutic efficacy. However, in practice, false-negative results in nucleic acid test are common, causing missed diagnoses, which are not conducive to the prevention and control of this outbreak. This article analyzes the possible causes and proposed measures to reduce the false-negative rate of nucleic acid test results and more effectively curb the outbreak.",Annals of palliative medicine,eng,2020,11,,Guo Wenjia; Zhou Qi; Xu Jiancheng,Coronavirus disease 2019 (COVID-19); nucleic acid test; real-time fluorescence polymerase chain reaction (RT-PCR),10.21037/apm-20-568
32383182,Should RT-PCR be considered a gold standard in the diagnosis of COVID-19?,No Abstract,Journal of medical virology,eng,2020,11,,Dramé Moustapha; Tabue Teguo Maturin; Proye Emeline; Hequet Fanny; Hentzien Maxime; Kanagaratnam Lukshe; Godaert Lidvine,COVID-19; RT-PCR; diagnosis; gold standard; serology,10.1002/jmv.25996
39188132,Comparison of diagnostic accuracy of rapid antigen tests for COVID-19 compared to the viral genetic test in adults: a systematic review and meta-analysis.,"The objective of this review was to determine the diagnostic accuracy of the currently available and upcoming point-of-care rapid antigen tests (RATs) used in primary care settings relative to the viral genetic real-time reverse transcriptase polymerase chain reaction (RT-PCR) test as a reference for diagnosing COVID-19/SARS-CoV-2 in adults. Accurate COVID-19 point-of-care diagnostic tests are required for real-time identification of SARS-CoV-2 infection in individuals. Real-time RT-PCR is the accepted gold standard for diagnostic testing, requiring technical expertise and expensive equipment that are unavailable in most primary care locations. RATs are immunoassays that detect the presence of a specific viral protein, which implies a current infection with SARS-CoV-2. RATs are qualitative or semi-quantitative diagnostics that lack thresholds that provide a result within a short time frame, typically within the hour following sample collection. In this systematic review, we synthesized the current evidence regarding the accuracy of RATs for detecting SARS-CoV-2 compared with RT-PCR. Studies that included nonpregnant adults (18 years or older) with suspected SARS-CoV-2 infection, regardless of symptomology or disease severity, were included. The index test was any available SARS-CoV-2 point-of-care RAT. The reference test was any commercially distributed RT-PCR-based test that detects the RNA genome of SARS-CoV-2 and has been validated by an independent third party. Custom or in-house RT-PCR tests were also considered, with appropriate validation documentation. The diagnosis of interest was COVID-19 disease and SARS-CoV-2 infection. This review considered cross-sectional and cohort studies that examined the diagnostic accuracy of COVID-19/SARS-CoV-2 infection where the participants had both index and reference tests performed. The keywords and index terms contained in relevant articles were used to develop a full search strategy for PubMed and adapted for Embase, Scopus, Qinsight, and the WHO COVID-19 databases. Studies published from November 2019 to July 12, 2022, were included, as SARS-CoV-2 emerged in late 2019 and is the cause of a continuing pandemic. Studies that met the inclusion criteria were critically appraised using QUADAS-2. Using a customized tool, data were extracted from included studies and were verified prior to analysis. The pooled sensitivity, specificity, positive predictive, and negative predictive values were calculated and presented with 95% CIs. When heterogeneity was observed, outlier analysis was conducted, and the results were generated by removing outliers. Meta-analysis was performed on 91 studies of 581 full-text articles retrieved that provided true-positive, true-negative, false-positive, and false-negative values. RATs can identify individuals who have COVID-19 with high reliability (positive predictive value 97.7%; negative predictive value 95.2%) when considering overall performance. However, the lower level of sensitivity (67.1%) suggests that negative test results likely need to be retested through an additional method. Most reported RAT brands had only a few studies comparing their performance with RT-PCR. Overall, a positive RAT result is an excellent predictor of a positive diagnosis of COVID-19. We recommend that Roche's SARS-CoV-2 Rapid Antigen Test and Abbott's BinaxNOW tests be used in primary care settings, with the understanding that negative results need to be confirmed through RT-PCR. We recommend adherence to the STARD guidelines when reporting on diagnostic data. PROSPERO CRD42020224250.",JBI evidence synthesis,eng,2024,10,01,Hirabayashi Ellyn; Mercado Guadalupe; Hull Brandi; Soin Sabrina; Koshy-Chenthittayil Sherli; Raman Sarina; Huang Timothy; Keerthisinghe Chathushya; Feliciano Shelby; Dongo Andrew; Kal James; Azizan Azliyati; Duus Karen; Else Terry; DeArmond Megan; Stone Amy E L,No Keywords,10.11124/JBIES-23-00291
35171037,Bean Extract-Based Gargle for Efficient Diagnosis of Active COVID-19 Infection Using Rapid Antigen Tests.,"The antigen-based rapid diagnostic test (Ag-RDT) using saliva specimens is fast, noninvasive, and suitable for SARS-CoV-2 self-testing, unlike nasopharyngeal swab (NPS) testing. We evaluated a novel Beanguard gargle (BG)-based virus collection method that can be applied to Ag-RDT as an alternative to the current RT-PCR with an NPS for early diagnosis of COVID-19. This clinical trial comprised 102 COVID-19-positive patients hospitalized after a governmental screening process and 100 healthy individuals. Paired NPS and BG-based saliva specimens from COVID-19 patients and healthy individuals were analyzed using NPS-RT-PCR, BG-RT-PCR, and BG-Ag-RDTs, whose diagnostic performance for detecting SARS-CoV-2 was compared. BG-Ag-RDTs showed high sensitivity (97.8%) and specificity (100%) in 45 patients within 6 days of illness and detected all cases of SARS-CoV-2 Alpha and Delta variants. In 11 asymptomatic active COVID-19 cases, both BG-Ag-RDTs and BG-RT-PCR showed sensitivities and specificities of 100%. Sensitivities of BG-Ag-RDT and BG-RT-PCR toward salivary viral detection were highly concordant, with no discrimination between symptomatic (97.0%), asymptomatic (100%), or SARS-CoV-2 variant (100%) cases. The intermolecular interactions between SARS-CoV-2 spike proteins and truncated canavalin, an active ingredient from the bean extract (BE), were observed in terms of physicochemical properties. The detachment of the SARS-CoV-2 receptor-binding domain from hACE2 increased as the BE concentration increased, allowing the release of the virus from hACE2 for early diagnosis. Using BG-based saliva specimens remarkably enhances the Ag-RDT diagnostic performance as an alternative to NPS and enables noninvasive, rapid, and accurate COVID-19 self-testing and mass screening, supporting efficient COVID-19 management. <b>IMPORTANCE</b> An Ag-RDT is less likely to be accepted as an initial test method for early diagnosis owing to its low sensitivity. However, our self-collection method, Ag-RDT using BG-based saliva specimens, showed significantly enhanced detection sensitivity and specificity toward SARS-CoV-2 including the Alpha and Delta variants in all patients tested within 6 days of illness. The method represents an attractive alternative to nasopharyngeal swabs for the early diagnosis of symptomatic and asymptomatic COVID-19 cases. The evidence suggests that the method could have a potential for mass screening and monitoring of COVID-19 cases.",Microbiology spectrum,eng,2022,02,23,Kwon Joseph; Ko Euna; Cho Se-Young; Lee Young-Ho; Jun Sangmi; Lee Kyuhong; Hwang Eunha; Vaidya Bipin; Hwang Jeong-Hwan; Hwang Joo-Hee; Kim Namsu; Song Mi-Kyung; Kim Hye-Yeon; Ito Dai; Lin Yuxi; Jo Eunae; Yang Kyeong Eun; Chung Hee-Chung; Cha Soyoung; Kim Dong Im; Yi Yoon-Sun; Yun Sung-Ho; Park Sun Cheol; Lee Sangmin; Choi Jong-Soon; Kim Dal Sik; Kim Duwoon,COVID-19; SARS-CoV-2; oral virus; rapid diagnostic test; sensitivity; specificity,10.1128/spectrum.01614-21
36702617,The Infectious Diseases Society of America Guidelines on the Diagnosis of COVID-19: Antigen Testing (January 2023).,"Immunoassays designed to detect SARS-CoV-2 protein antigens (Ag) are commonly used to diagnose COVID-19. The most widely used tests are lateral flow assays that generate results in approximately 15 minutes for diagnosis at the point-of-care. Higher throughput, laboratory-based SARS-CoV-2 Ag assays have also been developed. The number of commercially available SARS-CoV-2 Ag detection tests has increased rapidly, as has the COVID-19 diagnostic literature. The Infectious Diseases Society of America (IDSA) convened an expert panel to perform a systematic review of the literature and develop best-practice guidance related to SARS-CoV-2 Ag testing. This guideline is an update to the third in a series of frequently updated COVID-19 diagnostic guidelines developed by the IDSA. IDSA's goal was to develop evidence-based recommendations or suggestions that assist clinicians, clinical laboratories, patients, public health authorities, administrators, and policymakers in decisions related to the optimal use of SARS-CoV-2 Ag tests in both medical and nonmedical settings. A multidisciplinary panel of infectious diseases clinicians, clinical microbiologists, and experts in systematic literature review identified and prioritized clinical questions related to the use of SARS-CoV-2 Ag tests. A review of relevant, peer-reviewed published literature was conducted through 1 April 2022. Grading of Recommendations Assessment, Development, and Evaluation (GRADE) methodology was used to assess the certainty of evidence and make testing recommendations. The panel made 10 diagnostic recommendations that address Ag testing in symptomatic and asymptomatic individuals and assess single versus repeat testing strategies. US Food and Drug Administration (FDA) SARS-CoV-2 Ag tests with Emergency Use Authorization (EUA) have high specificity and low to moderate sensitivity compared with nucleic acid amplification testing (NAAT). Ag test sensitivity is dependent on the presence or absence of symptoms and, in symptomatic patients, on timing of testing after symptom onset. In most cases, positive Ag results can be acted upon without confirmation. Results of point-of-care testing are comparable to those of laboratory-based testing, and observed or unobserved self-collection of specimens for testing yields similar results. Modeling suggests that repeat Ag testing increases sensitivity compared with testing once, but no empirical data were available to inform this question. Based on these observations, rapid RT-PCR or laboratory-based NAAT remain the testing methods of choice for diagnosing SARS-CoV-2 infection. However, when timely molecular testing is not readily available or is logistically infeasible, Ag testing helps identify individuals with SARS-CoV-2 infection. Data were insufficient to make a recommendation about the utility of Ag testing to guide release of patients with COVID-19 from isolation. The overall quality of available evidence supporting use of Ag testing was graded as very low to moderate.",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,eng,2024,06,27,Hayden Mary K; Hanson Kimberly E; Englund Janet A; Lee Francesca; Lee Mark J; Loeb Mark; Morgan Daniel J; Patel Robin; El Alayli Abdallah; El Mikati Ibrahim K; Sultan Shahnaz; Falck-Ytter Yngve; Mansour Razan; Amarin Justin Z; Morgan Rebecca L; Murad M Hassan; Patel Payal; Bhimraj Adarsh; Mustafa Reem A,SARS-CoV-2; diagnostic test performance; diagnostic testing; rapid antigen tests; systematic review,10.1093/cid/ciad032
33322866,Asymptomatic COVID-19 with ambiguous test results.,"Testing for SARS-CoV-2 using polymerase chain reaction (PCR) and SARS-CoV-2 antibody tests is a significant part of the effort to combat the COVID-19 pandemic. Mass testing of healthy individuals raises several issues, however, and the results can be challenging to interpret. A healthy 19-year-old man entered the military after two weeks of quarantine. The recruit had no respiratory symptoms or fever before, during or after his enrolment, and no history of SARS-CoV-2 exposure. At enrolment, he had a positive rapid test and a venous blood sample showed antibodies against SARS-CoV-2. PCR tests of specimens obtained from the upper respiratory tract were negative at enrolment and at week three, but were positive at week six. The overall assessment of all the tests indicates a probable asymptomatic infection. This case report illustrates the challenge of interpreting screening results in asymptomatic individuals.","Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke",eng,2020,12,15,Norheim Arne Johan; Lind Andreas; Taxt Arne Michael; Nakstad Espen Rostrup; Borud Einar Kristian; Waldow Thomas,No Keywords,10.4045/tidsskr.20.0658
34550021,Serological Testing Reveals the Hidden COVID-19 Burden among Health Care Workers Experiencing a SARS-CoV-2 Nosocomial Outbreak.,"We describe the results of testing health care workers, from a tertiary care hospital in Japan that had experienced a coronavirus disease 2019 (COVID-19) outbreak during the first peak of the pandemic, for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)-specific antibody seroconversion. Using two chemiluminescent immunoassays and a confirmatory surrogate virus neutralization test, serological testing revealed that a surprising 42% of overlooked COVID-19 diagnoses (27/64 cases) occurred when case detection relied solely on SARS-CoV-2 nucleic acid amplification testing (NAAT). Our results suggest that the NAAT-positive population is only the tip of the iceberg and the portion left undetected might potentially have led to silent transmissions and triggered the spread. A questionnaire-based risk assessment was further indicative of exposures to specific aerosol-generating procedures (i.e., noninvasive ventilation and airway suctioning) having mediated transmission and served as the origins of the outbreak. Our observations are supportive of a multitiered testing approach, including the use of serological diagnostics, in order to accomplish exhaustive case detection along the whole COVID-19 spectrum. <b>IMPORTANCE</b> We describe the results of testing frontline health care workers, from a hospital in Japan that had experienced a COVID-19 outbreak, for SARS-CoV-2-specific antibodies. Antibody testing revealed that a surprising 42% of overlooked COVID-19 diagnoses occurred when case detection relied solely on PCR-based viral detection. COVID-19 clusters have been continuously striking the health care system around the globe. Our findings illustrate that such clusters are lined with hidden infections eluding detection with diagnostic PCR and that the cluster burden in total is more immense than actually recognized. The mainstays of diagnosing infectious diseases, including COVID-19, generally consist of two approaches, one aiming to detect molecular fragments of the invading pathogen and the other to measure immune responses of the host. Considering antibody testing as one trustworthy option to test our way through the pandemic can aid in the exhaustive case detection of COVID-19 patients with variable presentations.",Microbiology spectrum,eng,2021,10,31,Nakagama Yu; Komase Yuko; Candray Katherine; Nakagama Sachie; Sano Fumiaki; Tsuchida Tomoya; Kunishima Hiroyuki; Imai Takumi; Shintani Ayumi; Nitahara Yuko; Kaku Natsuko; Kido Yasutoshi,COVID-19; SARS-CoV-2; health care workers; serology,10.1128/Spectrum.01082-21
34524612,Diagnostic evaluation of qRT-PCR-based kit and dPCR-based kit for COVID-19.,"Coronavirus disease of 2019 (COVID-19) is well known as a fatal disease, first discovered at Wuhan in China, ranging from mild to death, such as shortness of breath and fever. Early diagnosis of COVID-19 is a crucial point in preventing global prevalence. We aimed to evaluate the diagnostic competency and efficiency with the Allplex™ 2019-nCoV Assay kit and the Dr. PCR 20 K COVID-19 Detection kit, designed based on the qRT-PCR and dPCR technologies, respectively. A total of 30 negative and 20 COVID-19 positive specimens were assigned to the diagnostic test by using different COVID-19 diagnosis kits. Diagnostic accuracy was measured by statistical testing with sensitivity, specificity, and co-efficiency calculations. Comparing both diagnostic kits, we confirmed that the diagnostic results of 30 negative and 20 positive cases were the same pre-diagnostic results. The diagnostic statistics test results were perfectly matched with value (1). Cohen's Kappa coefficient was demonstrated that the given kits in two different ways were ""almost perfect"" with value (1). In evaluating the detection capability, the dilutional linearity experiments substantiate that the Dr. PCR 20 K COVID-19 Detection kit could detect SARS-CoV-2 viral load at a concentration ten times lower than that of the Allplex™ 2019-nCoV Assay kit. In this study, we propose that the dPCR diagnosis using LOAA dPCR could be a powerful method for COVID-19 point-of-care tests requiring immediate diagnosis in a limited time and space through the advantages of relatively low sample concentration and small equipment size compared to conventional qRT-PCR.",Genes & genomics,eng,2021,11,,Lee Cherl-Joon; Shin Wonseok; Mun Seyoung; Yu Minjae; Choi Young-Bong; Kim Dong Hee; Han Kyudong,Coronavirus disease of 2019; Digital PCR; Severe Acute Respiratory Syndrome Coronavirus 2; quantitative real-time PCR,10.1007/s13258-021-01162-4
32439731,"Simple, fast and affordable triaging pathway for COVID-19.","Coronavirus disease 2019 has caused a global pandemic. The majority of patients will experience mild disease, but others will develop a severe respiratory infection that requires hospitalisation. This is causing a significant strain on health services. Patients are presenting at emergency departments with symptoms of dyspnoea, dry cough and fever with varying severity. The appropriate triaging of patients will assist in preventing health services becoming overwhelmed during the pandemic. This is assisted through clinical assessment and various imaging and laboratory investigations, including chest X-ray, blood analysis and identification of viral infection with SARS-CoV-2. Here, a succinct triaging pathway that aims to be fast, reliable and affordable is presented. The hope is that such a pathway will assist health services in appropriately combating the pandemic.",Postgraduate medical journal,eng,2021,03,,Eggleton Elizabeth Jane,chest imaging; health economics; infectious diseases; molecular diagnostics; pathology; public health,10.1136/postgradmedj-2020-138029
36799012,Characteristics of patients with SARS-COV-2 PCR re-positivity after recovering from COVID-19.,"The purpose of this study was to analyse the clinical characteristics of patients with severe acute respiratory syndrome coronavirus 2 (SARS-COV-2) PCR re-positivity after recovering from coronavirus disease 2019 (COVID-19). Patients (<i>n</i> = 1391) from Guangzhou, China, who had recovered from COVID-19 were recruited between 7 September 2021 and 11 March 2022. Data on epidemiology, symptoms, laboratory test results and treatment were analysed. In this study, 42.7% of recovered patients had re-positive result. Most re-positive patients were asymptomatic, did not have severe comorbidities, and were not contagious. The re-positivity rate was 39%, 46%, 11% and 25% in patients who had received inactivated, mRNA, adenovirus vector and recombinant subunit vaccines, respectively. Seven independent risk factors for testing re-positive were identified, and a predictive model was constructed using these variables. The predictors of re-positivity were COVID-19 vaccination status, previous SARs-CoV-12 infection prior to the most recent episode, renal function, SARS-CoV-2 IgG and IgM antibody levels and white blood cell count. The predictive model could benefit the control of the spread of COVID-19.",Epidemiology and infection,eng,2023,02,17,Hu Cheng-Yi; Lei Yi; Tang Yu-Wen; Cui Wen-Shuai; Wu Pei-Lian; Li Yan-Fang; Zhou Yan; Li Xin-Yan; Cui Hao; Xiao Lu-Shan; Zhao Zhu-Xiang,COVID-19; Clinical characteristics; SARS-CoV-2 infection; predictive model; repeat test positivity,10.1017/S0950268823000249
32949173,A word of caution in interpreting COVID-19 diagnostics tests.,No Abstract,Journal of medical virology,eng,2021,02,,Silva Severino Jefferson Ribeiro da; Pena Lindomar J,No Keywords,10.1002/jmv.26531
33674422,Using artificial intelligence to improve COVID-19 rapid diagnostic test result interpretation.,"Serological rapid diagnostic tests (RDTs) are widely used across pathologies, often providing users a simple, binary result (positive or negative) in as little as 5 to 20 min. Since the beginning of the COVID-19 pandemic, new RDTs for identifying SARS-CoV-2 have rapidly proliferated. However, these seemingly easy-to-read tests can be highly subjective, and interpretations of the visible ""bands"" of color that appear (or not) in a test window may vary between users, test models, and brands. We developed and evaluated the accuracy/performance of a smartphone application (xRCovid) that uses machine learning to classify SARS-CoV-2 serological RDT results and reduce reading ambiguities. Across 11 COVID-19 RDT models, the app yielded 99.3% precision compared to reading by eye. Using the app replaces the uncertainty from visual RDT interpretation with a smaller uncertainty of the image classifier, thereby increasing confidence of clinicians and laboratory staff when using RDTs, and creating opportunities for patient self-testing.",Proceedings of the National Academy of Sciences of the United States of America,eng,2021,03,23,Mendels David-A; Dortet Laurent; Emeraud Cécile; Oueslati Saoussen; Girlich Delphine; Ronat Jean-Baptiste; Bernabeu Sandrine; Bahi Silvestre; Atkinson Gary J H; Naas Thierry,SARS-CoV-2; machine learning; smartphone application,10.1073/pnas.2019893118
33912911,"Coronavirus Disease 2019 (COVID-19) Mitigation Efforts and Testing During an In-Person Training Event-Uganda, 12-29 October 2020.","Large public-health training events may result in severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) transmission. Universal SARS-CoV-2 testing during trainings for the Uganda Population-based HIV Impact Assessment identified 28 of 475 (5.9%) individuals with coronavirus disease 2019 (COVID-19) among attendees; most (89.3%) were asymptomatic. Until COVID-19 vaccine is readily available for staff and participants, effective COVID-19 mitigation measures, along with SARS-CoV-2 testing, are recommended for in-person trainings, particularly when trainees will have subsequent contact with survey participants.",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,eng,2021,07,15,Laws Rebecca L; Biraro Sam; Kirungi Wilford; Gianetti Brittany; Aibo Dorothy; Awor Anna C; West Christine; Sachathep Karampreet K; Kiyingi Herbert; Ward Jennifer; Mwangi Christina; Nkurunziza Peter; Okimait David; Currie Dustin; Ajiboye Aderonke; Moore Carole S; Patel Hetal; Sendagala Sam; Naluguza Mary; Mugisha Veronicah; Low Andrea; Delgado Stephen; Hoos David; Brown Kristin; Galbraith Jennifer S; Hladik Wolfgang; Nelson Lisa; El-Sadr Wafaa; Musinguzi Joshua; Voetsch Andrew C,COVID-19; SARS-CoV-2; mitigation; testing; trainings,10.1093/cid/ciab331
